"AIRPORT","TR_AIRPORT_NAME","TR_CITY_NAME","TR_STATE_NAME",
"COF","Cocoa Beach, FL: Patrick Air Force Base","Cocoa Beach, FL","Florida",
"CEW","Crestview, FL: Bob Sikes","Crestview, FL","Florida",
"CTY","Cross City, FL: Cross City Airport","Cross City, FL","Florida",
"DAB","Daytona Beach, FL: Daytona Beach Regional","Daytona Beach, FL","Florida",
"DSI","Destin, FL: Destin Fort Walton Beach","Destin, FL","Florida",
"FLL","Fort Lauderdale, FL: Fort Lauderdale Hwd International","Fort Lauderdale, FL","Florida",
"FLL","Fort Lauderdale, FL: Fort Lauderdale International","Fort Lauderdale, FL","Florida",
"FXE","Fort Lauderdale, FL: Fort Lauderdale Executive","Fort Lauderdale, FL","Florida",
"FMY","Fort Myers, FL: Page Field","Fort Myers, FL","Florida",
"FPR","Fort Pierce, FL: St Lucie County International","Fort Pierce, FL","Florida",
"RSW","Ft. Myers, FL: Southwest Florida International Airport","Fort Myers, FL","Florida",
"GNV","Gainesville, FL: Gainesville Regional","Gainesville, FL","Florida",
"HST","Homestead, FL: Homestead Air Force Base","Homestead, FL","Florida",
"JAX","Jacksonville, FL: Jacksonville International","Jacksonville, FL","Florida",
"NIP","Jacksonville, FL: Jacksonville Nas","Jacksonville, FL","Florida",
"NZC","Jacksonville, FL: Cecil Field","Jacksonville, FL","Florida",
"XWN","Jupiter, FL: William P Gwinn","Jupiter, FL","Florida",
"EYW","Key West, FL: Key West International","Key West, FL","Florida",
"NQX","Key West, FL: Key West Naval Air Station","Key West, FL","Florida",
"XXW","Lake City, FL: Lake City Municipal","Lake City, FL","Florida",
"LAL","Lakeland, FL: Lakeland Municipal","Lakeland, FL","Florida",
"SHH","Shishmaref, AK: Shishmaref Airport","Shishmaref, AK","Alaska",
"SHG","Shungnak, AK: Shungnak Airport","Shungnak, AK","Alaska",
"SIT","Sitka, AK: Sitka Harbor Sea Plane Base","Sitka, AK","Alaska",
"SKJ","Sitkinak, AK: Sitkinak Cgs","Sitkinak, AK","Alaska",
"SGY","Skagway, AK: Skagway Airport","Skagway, AK","Alaska",
"SKW","Skwentna, AK: Skwentna Airport","Skwentna, AK","Alaska",
"SLQ","Sleetmute, AK: Sleetmute Airport","Sleetmute, AK","Alaska",
"SCJ","Smith Cove, AK: Smith Cove Airport","Smith Cove, AK","Alaska",
"SNE","Snettisham, AK: Ak","Snettisham, AK","Alaska",
"SXQ","Soldotna, AK: Soldotna Airport","Soldotna, AK","Alaska",
"WSN","South Naknek, AK: South Naknek Airport","South Naknek, AK","Alaska",
"SVW","Sparrevohn, AK: Sparrevohn Afs","Sparrevohn, AK","Alaska",
"KSM","St. Mary's, AK: St Marys","St. Mary's, AK","Alaska",
"SMK","St. Michael, AK: St Michael","St. Michael, AK","Alaska",
"SNP","St. Paul, AK: St. Paul Airport","St. Paul, AK","Alaska",
"WBB","Stebbins, AK: Stebbins Airport","Stebbins, AK","Alaska",
"VZO","Stepovak, AK: Stepovak Airport","Stepovak, AK","Alaska",
"SVS","Stevens Village, AK: Stevens Village Airport","Stevens Village, AK","Alaska",
"SRV","Stony River, AK: Stony River Airport","Stony River, AK","Alaska",
"UMM","Summit, AK: Summit Airport","Summit, AK","Alaska",
"TCT","Takotna, AK: Takotna Airport","Takotna, AK","Alaska",
"TPO","Tanalian Point, AK: Tanalian Point Airport","Tanalian Point, AK","Alaska",
"TAL","Tanana, AK: Ralph M Calhoun Meml","Tanana, AK","Alaska",
"TLJ","Tatalina, AK: Tatalina Afs","Tatalina, AK","Alaska",
"TEK","Tatitlek, AK: Tatitlek Airport","Tatitlek, AK","Alaska",
"TWE","Taylor, AK: Taylor Airport","Taylor, AK","Alaska",
"TLF","Telida, AK: Telida Airport","Telida, AK","Alaska",
"TLA","Teller, AK: Teller 3","Teller, AK","Alaska",
"TKE","Tenakee, AK: Tenakee Airport","Tenakee, AK","Alaska",
"TEH","Tetlin, AK: Tetlin Airport","Tetlin, AK","Alaska",
"KTB","Thorne Bay, AK: Thorne Bay Sea Plane Base","Thorne Bay, AK","Alaska",
"WQR","Tibbetts Lodge, AK: Tibbetts","Tibbetts Lodge, AK","Alaska",
"TNC","Tin City, AK: Tin City Afs","Tin City, AK","Alaska",
"TOG","Togiak, AK: Togiak Airport","Togiak, AK","Alaska",
"GFB","Togiak Fish, AK: Togiak Fish Airport","Togiak Fish, AK","Alaska",
"TKJ","Tok, AK: Tok Airport","Tok, AK","Alaska",
"TKI","Tokeen, AK: Tokeen Airport","Tokeen, AK","Alaska",
"OOK","Toksook, AK: Toksook Bay","Toksook, AK","Alaska",
"JZE","Trading Bay, AK: Trading Bay Production","Trading Bay, AK","Alaska",
"TLT","Tuluksak, AK: Tuluksak Airport","Tuluksak, AK","Alaska",
"WTL","Tuntatuliak, AK: Tuntatuliak Airport","Tuntatuliak, AK","Alaska",
"TNK","Tununak, AK: Tanunak","Tununak, AK","Alaska",
"TWA","Twin Hills, AK: Twin Hills Airport","Twin Hills, AK","Alaska",
"UGI","Uganik, AK: Uganik Airport","Uganik, AK","Alaska",
"UMT","Umiat, AK: Umiat Airport","Umiat, AK","Alaska",
"UMB","Umnak, AK: North Shore","Umnak, AK","Alaska",
"UNS","Umnak, AK: Umnak","Umnak, AK","Alaska",
"UNK","Unalakleet, AK: Unalakleet Airport","Unalakleet, AK","Alaska",
"FVY","Unuk River, AK: Unuk River Airport","Unuk River, AK","Alaska",
"UTO","Utopia, AK: Indian Mountain Afs","Utopia, AK","Alaska",
"VDZ","Valdez, AK: Valdez 2","Valdez, AK","Alaska",
"VEE","Venetie, AK: Venetie Airport","Venetie, AK","Alaska",
"VCB","View Cove, AK: View Cove Airport","View Cove, AK","Alaska",
"AIN","Wainwright, AK: Wainwright Airport","Wainwright, AK","Alaska",
"WAA","Wales, AK: Wales Airport","Wales, AK","Alaska",
"WWA","Wasilla, AK: Wasilla Airport","Wasilla, AK","Alaska",
"KWF","Waterfall, AK: Waterfall Sea Plane Base","Waterfall, AK","Alaska",
"KWP","West Point, AK: West Point Village","West Point, AK","Alaska",
"WWP","Whale Pass, AK: Whale Pass Airport","Whale Pass, AK","Alaska",
"WMO","White Mountain, AK: White Mountain Airport","White Mountain, AK","Alaska",
"VZN","Wildman Creek, AK: Wildman Creek Airport","Wildman Creek, AK","Alaska",
"WOW","Willow, AK: Willow Airport","Willow, AK","Alaska",
"WSM","Wiseman, AK: Wiseman Airport","Wiseman, AK","Alaska",
"WRG","Wrangell, AK: Wrangell Airport","Wrangell, AK","Alaska",
"YAK","Yakutat, AK: Yakutat Airport","Yakutat, AK","Alaska",
"OWB","Owensboro, KY: Owensboro Daviess County","Owensboro, KY","Kentucky",
"PAH","Paducah, KY: Barkley","Paducah, KY","Kentucky",
"UXN","Prestonsburg, KY: Big Sandy Regional","Prestonsburg, KY","Kentucky",
"UXJ","Richmond, KY: Madison","Richmond, KY","Kentucky",
"SME","Somerset, KY: Somerset/Pulaski Co/Wilson","Somerset, KY","Kentucky",
"BRG","Whitesburg, KY: Whitesburg Municipal","Whitesburg, KY","Kentucky",
"SDF","Standiford Field, KY: Standiford Field Airport","Standiford Field, KY","Kentucky",
"/LU","Louisville, KY: Louisville Kentucky","Louisville, KY","Kentucky",
"CEY","Murray, KY: Murray-Calloway County","Murray, KY","Kentucky",
"UXP","Bay St. Louis, MS: Stennis International","Bay St. Louis, MS","Mississippi",
"BIX","Biloxi, MS: Keesler Air Force Base","Biloxi, MS","Mississippi",
"GTR","Columbus, MS: Golden Triangle Regional","Columbus, MS","Mississippi",
"UBS","Columbus, MS: Lowndes County","Columbus, MS","Mississippi",
"CBM","Columbus, MS: Columbus Air Force Base","Columbus, MS","Mississippi",
"CRX","Corinth, MS: Roscoe Turner","Corinth, MS","Mississippi",
"GLH","Greenville, MS: Greenville Municipal","Greenville, MS","Mississippi",
"GWO","Greenwood, MS: Greenwood/Leflore","Greenwood, MS","Mississippi",
"GPT","Gulfport/Biloxi, MS: Gulfport Municipal","Gulfport/Biloxi, MS","Mississippi",
"HBG","Hattiesburg, MS: Hattiesburg Municipal","Hattiesburg, MS","Mississippi",
"JAN","Jackson/Vicksburg, MS: Allen C Thompson Field","Jackson/Vicksburg, MS","Mississippi",
"LUL","Laurel, MS: Hesler-Noble Field","Laurel, MS","Mississippi",
"PIB","Hattiesburg/Laurel, MS: Hattiesburg-Laurel  Regional","Hattiesburg/Laurel, MS","Mississippi",
"LMS","Louisville, MS: Louisville Winston County","Louisville, MS","Mississippi",
"MCB","Mccomb, MS: Mccomb/Pike County John E Lewis","Mccomb, MS","Mississippi",
"MEI","Meridian, MS: Key Field","Meridian, MS","Mississippi",
"HEZ","Natchez, MS: Hardy/Anders Field","Natchez, MS","Mississippi",
"JZA","Newton, MS: James H Easom Field","Newton, MS","Mississippi",
"PGL","Pascagoula, MS: Jackson County","Pascagoula, MS","Mississippi",
"TUP","Tupelo, MS: C D Lemons Municipal","Tupelo, MS","Mississippi",
"UOX","University/Oxford, MS: University-Oxford","University/Oxford, MS","Mississippi",
"VKS","Vicksburg, MS: Vicksburg Municipal","Vicksburg, MS","Mississippi",
"/CB","Columbus, MS: (Columbus, Ms Mean)","Columbus, MS","Mississippi",
"MMI","Athens, TN: Mcminn County","Athens, TN","Tennessee",
"TRI","Bristol/Kngsprt/Jhnsn Cty, TN: Tri City","Bristol/Kngsprt/Jhnsn Cty, TN","Tennessee",
"CHA","Chattanooga, TN: Lovell Field","Chattanooga, TN","Tennessee",
"CKV","Clarksvle/Ft.Cam/Hopksvle, TN: Outlaw Field","Clarksvle/Ft.Cam/Hopksvle, TN","Tennessee",
"MRC","Columbia, TN: Maury County","Columbia, TN","Tennessee",
"UXW","Cookeville, TN: Putnam County","Cookeville, TN","Tennessee",
"RQG","Covington, TN: Covington Municipal","Covington, TN","Tennessee",
"CSV","Crossville, TN: Crossville Memorial","Crossville, TN","Tennessee",
"VWC","Gallatin, TN: Sumner County Regional","Gallatin, TN","Tennessee",
"MKL","Jackson, TN: Mckellar Field","Jackson, TN","Tennessee",
"TYS","Knoxville, TN: Mcghee Tyson","Knoxville, TN","Tennessee",
"NQA","Memphis, TN: Memphis Nas","Memphis, TN","Tennessee",
"MEM","Memphis, TN: Memphis International","Memphis, TN","Tennessee",
"MOR","Morristown, TN: Moore-Murrell","Morristown, TN","Tennessee",
"BNA","Nashville, TN: Nashville Metropolitan","Nashville, TN","Tennessee",
"PHT","Paris, TN: Henry County","Paris, TN","Tennessee",
"JZI","Portland, TN: Portland Municipal","Portland, TN","Tennessee",
"SYI","Shelbyville/Tullahoma, TN: Bomar Field","Shelbyville/Tullahoma, TN","Tennessee",
"DQG","Springfield, TN: Robertson County","Springfield, TN","Tennessee",
"TUH","Tullahoma, TN: Arnold As","Tullahoma, TN","Tennessee",
"TUH","Tullahoma, TN: Arnold Afs","Tullahoma, TN","Tennessee",
"THA","Tullahoma, TN: Northern","Tullahoma, TN","Tennessee",
"UCY","Union City, TN: Everett/Stewart","Union City, TN","Tennessee",
"APT","Jasper, TN: Marion County Brown Field","Jasper, TN","Tennessee",
"/MH","Memphis, TN: (Memphis Mean)","Memphis, TN","Tennessee",
"/TH","Tullahoma, TN: (Tullahoma Mean)","Tullahoma, TN","Tennessee",
"GTF","Great Falls, MT: Great Falls International","Great Falls, MT","Montana",
"GFA","Great Falls, MT: Malmstrom Air Force Base","Great Falls, MT","Montana",
"WQC","Hamilton, MT: Ravalli County","Hamilton, MT","Montana",
"RQC","Harlowton, MT: Wheatland County At Harlowton","Harlowton, MT","Montana",
"HVR","Havre, MT: Havre City/Co","Havre, MT","Montana",
"HLN","Helena, MT: Helena Airport","Helena, MT","Montana",
"UXX","Hot Springs, MT: Hot Springs Airport","Hot Springs, MT","Montana",
"FCA","Kalispell, MT: Glacier Park International","Kalispell, MT","Montana",
"JZR","Laurel, MT: Laurel Municipal","Laurel, MT","Montana",
"LWT","Lewistown, MT: Lewistown Municipal","Lewistown, MT","Montana",
"MLS","Miles City, MT: Miles City Airport","Miles City, MT","Montana",
"MSO","Missoula, MT: Johnson/Bell Field","Missoula, MT","Montana",
"XXT","Polson, MT: Polson Airport","Polson, MT","Montana",
"WQS","Poplar, MT: Poplar Airport","Poplar, MT","Montana",
"RPX","Roundup, MT: Roundup Airport","Roundup, MT","Montana",
"SDY","Sidney, MT: Sidney/Richland Municipal","Sidney, MT","Montana",
"XWI","St. Ignatius, MT: St. Ignatius Airport","St. Ignatius, MT","Montana",
"QQJ","Stevensville, MT: Stevensville Airport","Stevensville, MT","Montana",
"FVR","Three Forks, MT: Three Forks Airport","Three Forks, MT","Montana",
"WQK","Townsend, MT: Townsend Airport","Townsend, MT","Montana",
"WYS","West Yellowstone, MT: Yellowstone","West Yellowstone, MT","Montana",
"OLF","Wolf Point, MT: Wolf Point International","Wolf Point, MT","Montana",
"/GF","Great Falls, MT: (Great Falls Mean)","Great Falls, MT","Montana",
"BAM","Battle Mountain, NV: Lander County","Battle Mountain, NV","Nevada",
"CSN","Carson City, NV: Carson City Nv","Carson City, NV","Nevada",
"EKO","Elko, NV: Elko Municipal","Elko, NV","Nevada",
"ELY","Ely, NV: Ely /Yelland Field/","Ely, NV","Nevada",
"FLX","Fallon, NV: Fallon Municipal","Fallon, NV","Nevada",
"NFL","Fallon, NV: Fallon Nas","Fallon, NV","Nevada",
"HTH","Hawthorne, NV: Hawthorne Municipal","Hawthorne, NV","Nevada",
"INS","Indian Springs, NV: Indian Springs Af Aux","Indian Springs, NV","Nevada",
"LAS","Las Vegas, NV: Mc Carran International","Las Vegas, NV","Nevada",
"LAS","Las Vegas, NV: Mccarran International","Las Vegas, NV","Nevada",
"HSH","Las Vegas, NV: Henderson Sky Harbor","Las Vegas, NV","Nevada",
"VGT","Las Vegas, NV: North Air Terminal","Las Vegas, NV","Nevada",
"LSV","Las Vegas, NV: Nellis Air Force Base","Las Vegas, NV","Nevada",
"DRA","Mercury, NV: Desert Rock","Mercury, NV","Nevada",
"RNO","Reno, NV: Reno International","Reno, NV","Nevada",
"TPH","Tonopah, NV: Tonopah","Tonopah, NV","Nevada",
"XSD","Tonopah, NV: Tonopah Test Range","Tonopah, NV","Nevada",
"WMC","Winnemucca, NV: Winnemucca Airport","Winnemucca, NV","Nevada",
"WWB","Carson City, NV: Carson","Carson City, NV","Nevada",
"/FL","Fallon, NV: (Fallon, Nv Mean)","Fallon, NV","Nevada",
"/LV","Las Vegas, NV: (Las Vegas Mean)","Las Vegas, NV","Nevada",
"/LV","Las Vegas, NV: (Las Vegas Mean)","Las Vegas, NV","Nevada",
"/TN","Tonopah, NV: (Tonopah Mean)","Tonopah, NV","Nevada",
"ALM","Alamogordo, NM: Alamogordo White Sands Rgnl","Alamogordo, NM","New Mexico",
"HMN","Alamogordo, NM: Holloman Air Force Base","Alamogordo, NM","New Mexico",
"ABQ","Albuquerque, NM: Albuquerque International","Albuquerque, NM","New Mexico",
"ZXB","Albuquerque, NM: Double Eagle Ii","Albuquerque, NM","New Mexico",
"XWH","Aztec, NM: Aztec Municipal","Aztec, NM","New Mexico",
"CNM","Carlsbad, NM: Cavern City Air Terminal","Carlsbad, NM","New Mexico",
"CVN","Clovis, NM: Clovis Municipal","Clovis, NM","New Mexico",
"CVN","Clovis, NM: Clovis Municipal","Clovis, NM","New Mexico",
"CVS","Clovis, NM: Cannon Air Force Base","Clovis, NM","New Mexico",
"FMN","Farmington, NM: Farmington Municipal","Farmington, NM","New Mexico",
"GUP","Gallup, NM: Senator Clarke Field","Gallup, NM","New Mexico",
"HOB","Hobbs, NM: Lea County Hobbs","Hobbs, NM","New Mexico",
"LRU","Las Cruces, NM: Las Cruces Municipal","Las Cruces, NM","New Mexico",
"LAM","Los Alamos, NM: Los Alamos Airport","Los Alamos, NM","New Mexico",
"LEE","Leesburg, FL: Leesburg Municipal","Leesburg, FL","Florida",
"MTH","Marathon, FL: Marathon Flight Strip","Marathon, FL","Florida",
"MRK","Marco Island, FL: Marco Island Airport","Marco Island, FL","Florida",
"RQZ","Mary Esther, FL: Hurlburt Field","Mary Esther, FL","Florida",
"NRB","Mayport, FL: Mayport Naval Station","Mayport, FL","Florida",
"MLB","Melbourne, FL: Melbourne Regional","Melbourne, FL","Florida",
"OPF","Miami, FL: Opa Locka","Miami, FL","Florida",
"MIA","Miami, FL: Miami International","Miami, FL","Florida",
"TMB","Miami, FL: Tamiami","Miami, FL","Florida",
"MIA","Miami, FL: Miami International","Miami, FL","Florida",
"TNT","Miami, FL: Dade Collier","Miami, FL","Florida",
"MPB","Miami, FL: Watson Island International","Miami, FL","Florida",
"NSE","Milton, FL: Whiting Field Naval Air Station North","Milton, FL","Florida",
"APF","Naples, FL: Naples Municipal","Naples, FL","Florida",
"DQN","New Smyrna Beach, FL: New Smyrna Beach Municipal","New Smyrna Beach, FL","Florida",
"OCA","Key Largo, FL: Ocean Reef Club","Key Largo, FL","Florida",
"ORL","Orlando, FL: Herndon","Orlando, FL","Florida",
"MCO","Orlando, FL: Orlando International","Orlando, FL","Florida",
"ISM","Orlando, FL: Kissimmee","Orlando, FL","Florida",
"PFN","Panama City, FL: Bay County","Panama City, FL","Florida",
"PAM","Panama City, FL: Tyndall Air Force Base","Panama City, FL","Florida",
"NPA","Pensacola, FL: Pensacola Naval Air Station Forrest Sherm","Pensacola, FL","Florida",
"PNS","Pensacola, FL: Pensacola Regional","Pensacola, FL","Florida",
"FPY","Perry, FL: Perry-Foley","Perry, FL","Florida",
"PPM","Pompano Beach, FL: Pompano Beach Airpark","Pompano Beach, FL","Florida",
"PGD","Punta Gorda, FL: Charlotte County","Punta Gorda, FL","Florida",
"SFB","Sanford, FL: Sanford Naval Air Station","Sanford, FL","Florida",
"SRQ","Sarasota/Bradenton, FL: Sarasota Bradenton","Sarasota/Bradenton, FL","Florida",
"DQC","Sebastian, FL: Sebastian Airport","Sebastian, FL","Florida",
"UST","St. Augustine, FL: St Augustine","St. Augustine, FL","Florida",
"PIE","St. Petersburg, FL: St. Petersburg International","St. Petersburg, FL","Florida",
"SUA","Stuart, FL: Witham Field","Stuart, FL","Florida",
"TLH","Tallahassee, FL: Tallahassee Regional","Tallahassee, FL","Florida",
"MCF","Tampa, FL: Macdill Air Force Base","Tampa, FL","Florida",
"SPG","Tampa, FL: Albert Whitted","Tampa, FL","Florida",
"TPA","Tampa, FL: Tampa International","Tampa, FL","Florida",
"TPF","Tampa, FL: Peter O'knight","Tampa, FL","Florida",
"TIX","Titusville, FL: Space Center Executive","Titusville, FL","Florida",
"VPS","Valparaiso, FL: Eglin Air Force Base","Valparaiso, FL","Florida",
"EGI","Crestview, FL: Duke Field (Eglin Af Aux Nr 3)","Crestview, FL","Florida",
"VRB","Vero Beach, FL: Vero Beach Municipal","Vero Beach, FL","Florida",
"PBI","West Palm Beach/Palm Beach, FL: Palm Beach International","West Palm Beach/Palm Beach, FL","Florida",
"FMY","Fort Myers, FL: Page Field","Fort Myers, FL","Florida",
"JDM","Miami, FL: Miami Downtown Heliport","Miami, FL","Florida",
"NUN","Saufley Naval Air Station, FL: Saufley Naval Air Station Airport","Saufley Naval Air Station, FL","Florida",
"DWS","Orlando, FL: Walt Disney World","Orlando, FL","Florida",
"/FF","Fort Lauderdale, FL: (Fort Lauderdale Mean)","Fort Lauderdale, FL","Florida",
"/FM","Fort Myers, FL: Fort Myers Airport","Fort Myers, FL","Florida",
"VPS","Valparaiso, FL: Northwest Florida Regional","Valparaiso, FL","Florida",
"IMM","Immokalee, FL: Immokalee Airport","Immokalee, FL","Florida",
"/JX","Jacksonville, FL: (Jacksonville Mean)","Jacksonville, FL","Florida",
"KEZ","Key Largo, FL: Ocean Reef Club","Key Largo, FL","Florida",
"/KW","Key West, FL: (Key West Mean)","Key West, FL","Florida",
"/MF","Miami, FL: Miami Airport","Miami, FL","Florida",
"WYV","Ocean Reef Club, FL: Ocean Reef Club Airport","Ocean Reef Club, FL","Florida",
"/OR","Orlando, FL: Orlando Airport","Orlando, FL","Florida",
"/OR","Orlando, FL: Orlando Airport","Orlando, FL","Florida",
"/PC","Panama City, FL: (Panama Cty, Fl Mean)","Panama City, FL","Florida",
"/PN","Pensacola, FL: (Pensacola Mean)","Pensacola, FL","Florida",
"SEF","Sebring, FL: Sebring  and Industrial","Sebring, FL","Florida",
"RQP","Lovington, NM: Lea Co-Zip Franklin Memorial","Lovington, NM","New Mexico",
"WQU","Portales, NM: Portales Municipal","Portales, NM","New Mexico",
"RTN","Raton, NM: Crews Field","Raton, NM","New Mexico",
"ROW","Roswell, NM: Roswell International Air Center","Roswell, NM","New Mexico",
"RUI","Ruidoso, NM: Ruidoso","Ruidoso, NM","New Mexico",
"SAF","Santa Fe, NM: Santa Fe County Municipal","Santa Fe, NM","New Mexico",
"SVC","Silver City/Hurley, NM: Silver City Grant County","Silver City/Hurley, NM","New Mexico",
"WLF","Taos, NM: Taos Municipal","Taos, NM","New Mexico",
"TCC","Tucumcari, NM: Tucumcari Municipal","Tucumcari, NM","New Mexico",
"XXZ","Zuni Pueblo, NM: Black Rock","Zuni Pueblo, NM","New Mexico",
"/AM","Alamogordo, NM: (Alamogordo Mean)","Alamogordo, NM","New Mexico",
"/AB","Albuquerque, NM: (Albuquerque Mean)","Albuquerque, NM","New Mexico",
"/CV","Clovis, NM: (Clovis Mean)","Clovis, NM","New Mexico",
"ATS","Artesia, NM: Artesia Municipal","Artesia, NM","New Mexico",
"TSM","Taos, NM: Taos Municipal  New Mexico","Taos, NM","New Mexico",
"BDG","Blanding, UT: Blanding Airport","Blanding, UT","Utah",
"BMC","Brigham City, UT: Brigham City Airport","Brigham City, UT","Utah",
"BCE","Bryce Canyon, UT: Bryce Canyon Airport","Bryce Canyon, UT","Utah",
"CDC","Cedar City, UT: Cedar City Municipal","Cedar City, UT","Utah",
"DPG","Dugway, UT: Michael Army Air Field","Dugway, UT","Utah",
"UXG","Dutch John, UT: Dutch John Airport","Dutch John, UT","Utah",
"XXO","Hurricane, UT: Hurricane Airport","Hurricane, UT","Utah",
"KNB","Kanab, UT: Kanab Municipal","Kanab, UT","Utah",
"LGU","Logan, UT: Logan Cache","Logan, UT","Utah",
"MLF","Milford, UT: Milford Municipal","Milford, UT","Utah",
"CNY","Moab, UT: Canyonlands","Moab, UT","Utah",
"UXR","Monument Valley, UT: Monument Valley Airport","Monument Valley, UT","Utah",
"OGD","Ogden, UT: Ogden Municipal","Ogden, UT","Utah",
"HIF","Ogden, UT: Hill Air Force Base","Ogden, UT","Utah",
"RQW","Parowan, UT: Parowan Airport","Parowan, UT","Utah",
"PUC","Price, UT: Carbon County","Price, UT","Utah",
"PVU","Provo, UT: Provo Municipal","Provo, UT","Utah",
"ROL","Roosevelt, UT: Roosevelt Municipal","Roosevelt, UT","Utah",
"SBO","Salina, UT: Salina-Gunnison","Salina, UT","Utah",
"SLC","Salt Lake City, UT: Salt Lake City International","Salt Lake City, UT","Utah",
